;Ov_coeff;Ov_ic;D_competitor;S_competitor;D_family;S_family;D_genus;S_genus;p_distance;mass_ratio;D_mass;S_mass;D_diet;S_diet;diet_dist;Lon;Lat;Lat_abs;Continent;Country;Locality;Label;Samp_dur;N_statioins;Effort;Avg_dist;S_area
100;0.09;0.06-0.20;Viverra zibetha;Herpestes auropunctatus;Viverridae;Herpestidae;Viverra;Herpestes;NA;3.029289057;10000;483.5;Carnivore;Omnivore;Diff_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
101;0.06;0.05-0.18;Viverra zibetha;Herpestes edwardsii;Viverridae;Herpestidae;Viverra;Herpestes;NA;2.294616923;10000;1008;Carnivore;Omnivore;Diff_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
102;0.1;0.10-0.19;Viverra zibetha;Herpestes urva;Viverridae;Herpestidae;Viverra;Herpestes;NA;1.549427597;10000;2123.695;Carnivore;Omnivore;Diff_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
103;0.1;0.07-0.26;Viverra zibetha;Martes flavigula;Viverridae;Mustelidae;Viverra;Martes;0.1821087;1.386294361;10000;2500;Carnivore;Carnivore;Same_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
104;0.87;0.80-0.91;Viverra zibetha;Paradoxurus hermaphroditus;Viverridae;Viverridae;Viverra;Paradoxurus;0.1255471;1.145703896;10000;3180;Carnivore;Omnivore;Diff_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
105;0.88;0.83-0.93;Viverra zibetha;Prionailurus bengalensis;Viverridae;Felidae;Viverra;Prionailurus;0.13753755;0.879476759;10000;4150;Carnivore;Carnivore;Same_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
106;0.84;0.79-0.90;Viverra zibetha;Viverricula indica;Viverridae;Viverridae;Viverra;Viverricula;0.101632513;1.217585032;10000;2959.44;Carnivore;Omnivore;Diff_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
107;0.12;0.08-0.23;Viverricula indica;Herpestes auropunctatus;Viverridae;Herpestidae;Viverricula;Herpestes;NA;1.811704025;2959.44;483.5;Omnivore;Omnivore;Same_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
108;0.09;0.06-0.21;Viverricula indica;Herpestes edwardsii;Viverridae;Herpestidae;Viverricula;Herpestes;NA;1.077031892;2959.44;1008;Omnivore;Omnivore;Same_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
109;0.15;0.14-0.25;Viverricula indica;Herpestes urva;Viverridae;Herpestidae;Viverricula;Herpestes;NA;0.331842565;2959.44;2123.695;Omnivore;Omnivore;Same_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
110;0.14;0.10-0.32;Viverricula indica;Martes flavigula;Viverridae;Mustelidae;Viverricula;Martes;0.181926647;0.168709329;2959.44;2500;Omnivore;Carnivore;Diff_diet;90.8;26.65;26.65;Asia;India;MNP;Bhatt_2021;16;475;24865;1.5;270
111;0.66;0.60-0.72;Urocyon littoralis;Spilogale gracilis;Canidae;Mephitidae;Urocyon;Spilogale;NA;1.136467796;1906.835;612;Omnivore;Omnivore;Same_diet;-119.7957;33.9956;33.9956;Central/North America;United States;Santa Cruz Island;Bolas_2022;NA;30;4230;0.5;247
112;0.55;0.49-0.62;Urocyon littoralis;Spilogale gracilis;Canidae;Mephitidae;Urocyon;Spilogale;NA;1.136467796;1906.835;612;Omnivore;Omnivore;Same_diet;-120.1125;33.9639;33.9639;Central/North America;United States;Santa Rosa Island;Bolas_2022;NA;30;5520;0.5;217
113;0.66;0,577-0,739;Panthera onca;Canis latrans;Felidae;Canidae;Panthera;Canis;0.185684995;1.993868866;81150;11050;Carnivore;Omnivore;Diff_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
114;0.66;0.578-0.741;Panthera onca;Canis latrans;Felidae;Canidae;Panthera;Canis;0.185684995;1.993868866;81150;11050;Carnivore;Omnivore;Diff_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
115;0.896;0,806-0,921;Puma concolor;Canis latrans;Felidae;Canidae;Puma;Canis;0.18174236;1.468770583;48000;11050;Carnivore;Omnivore;Diff_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
116;0.896;0.869-0.922;Puma concolor;Canis latrans;Felidae;Canidae;Puma;Canis;0.18174236;1.468770583;48000;11050;Carnivore;Omnivore;Diff_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
117;0.688;0.644-0.736;Puma concolor;Conepatus semistriatus;Felidae;Mephitidae;Puma;Conepatus;NA;3.402028977;48000;1598.67;Carnivore;Insectivore;Diff_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
118;0.393;0.349-0.438;Canis latrans;Eira barbara;Canidae;Mustelidae;Canis;Eira;NA;0.982945518;11050;4134.99;Omnivore;Omnivore;Same_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
119;0.396;0.353-0.441;Canis latrans;Eira barbara;Canidae;Mustelidae;Canis;Eira;NA;0.982945518;11050;4134.99;Omnivore;Omnivore;Same_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
120;0.817;0.684-0.927;Herpailurus yagouaroundi;Eira barbara;Felidae;Mustelidae;Herpailurus;Eira;NA;0.526425239;7000;4134.99;Carnivore;Omnivore;Diff_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
121;0.829;0.696-0.937;Herpailurus yagouaroundi;Eira barbara;Felidae;Mustelidae;Herpailurus;Eira;NA;0.526425239;7000;4134.99;Carnivore;Omnivore;Diff_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
122;0.283;0.237-0.334;Leopardus pardalis;Eira barbara;Felidae;Mustelidae;Leopardus;Eira;NA;0.931890347;10500;4134.99;Carnivore;Omnivore;Diff_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
123;0.291;0.245-0.340;Leopardus pardalis;Eira barbara;Felidae;Mustelidae;Leopardus;Eira;NA;0.931890347;10500;4134.99;Carnivore;Omnivore;Diff_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
124;0.697;0,609-0,785;Panthera onca;Eira barbara;Felidae;Mustelidae;Panthera;Eira;NA;2.976814384;81150;4134.99;Carnivore;Omnivore;Diff_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
125;0.696;0.607-0.781;Panthera onca;Eira barbara;Felidae;Mustelidae;Panthera;Eira;NA;2.976814384;81150;4134.99;Carnivore;Omnivore;Diff_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
126;0.487;0,439-0,540;Puma concolor;Eira barbara;Felidae;Mustelidae;Puma;Eira;NA;2.451716101;48000;4134.99;Carnivore;Omnivore;Diff_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
127;0.489;0.441-0.538;Puma concolor;Eira barbara;Felidae;Mustelidae;Puma;Eira;NA;2.451716101;48000;4134.99;Carnivore;Omnivore;Diff_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
128;0.503;0.358-0.656;Canis latrans;Herpailurus yagouaroundi;Canidae;Felidae;Canis;Herpailurus;0.18059836;0.456520279;11050;7000;Omnivore;Carnivore;Diff_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
129;0.503;0.368-0.662;Canis latrans;Herpailurus yagouaroundi;Canidae;Felidae;Canis;Herpailurus;0.18059836;0.456520279;11050;7000;Omnivore;Carnivore;Diff_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
130;0.4;0.254-0.550;Leopardus pardalis;Herpailurus yagouaroundi;Felidae;Felidae;Leopardus;Herpailurus;0.09806851;0.405465108;10500;7000;Carnivore;Carnivore;Same_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
131;0.4;0.262-0.552;Leopardus pardalis;Herpailurus yagouaroundi;Felidae;Felidae;Leopardus;Herpailurus;0.09806851;0.405465108;10500;7000;Carnivore;Carnivore;Same_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
132;0.78;0,649-0,915;Panthera onca;Herpailurus yagouaroundi;Felidae;Felidae;Panthera;Herpailurus;0.110391895;2.450389145;81150;7000;Carnivore;Carnivore;Same_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
133;0.788;0.655-0.908;Panthera onca;Herpailurus yagouaroundi;Felidae;Felidae;Panthera;Herpailurus;0.110391895;2.450389145;81150;7000;Carnivore;Carnivore;Same_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
134;0.588;0,452-0,734;Puma concolor;Herpailurus yagouaroundi;Felidae;Felidae;Puma;Herpailurus;0.07460275;1.925290862;48000;7000;Carnivore;Carnivore;Same_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
135;0.588;0.457-0.731;Puma concolor;Herpailurus yagouaroundi;Felidae;Felidae;Puma;Herpailurus;0.07460275;1.925290862;48000;7000;Carnivore;Carnivore;Same_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
136;0.885;0.853-0.916;Canis latrans;Leopardus pardalis;Canidae;Felidae;Canis;Leopardus;0.181942925;0.051055171;11050;10500;Omnivore;Carnivore;Diff_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
137;0.885;0.852-0.917;Canis latrans;Leopardus pardalis;Canidae;Felidae;Canis;Leopardus;0.181942925;0.051055171;11050;10500;Omnivore;Carnivore;Diff_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
138;0.572;0,492-0,657;Panthera onca;Leopardus pardalis;Felidae;Felidae;Panthera;Leopardus;0.10684136;2.044924037;81150;10500;Carnivore;Carnivore;Same_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
139;0.572;0.488-0.653;Panthera onca;Leopardus pardalis;Felidae;Felidae;Panthera;Leopardus;0.10684136;2.044924037;81150;10500;Carnivore;Carnivore;Same_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
140;0.804;0,769-0,843;Puma concolor;Leopardus pardalis;Felidae;Felidae;Puma;Leopardus;0.09369225;1.519825754;48000;10500;Carnivore;Carnivore;Same_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
141;0.804;0.766-0.844;Puma concolor;Leopardus pardalis;Felidae;Felidae;Puma;Leopardus;0.09369225;1.519825754;48000;10500;Carnivore;Carnivore;Same_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
142;0.878;0.827-0.922;Canis latrans;Leopardus tigrinus;Canidae;Felidae;Canis;Leopardus;0.18254918;1.591500212;11050;2250;Omnivore;Carnivore;Diff_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
143;0.878;0.833-0.923;Canis latrans;Leopardus tigrinus;Canidae;Felidae;Canis;Leopardus;0.18254918;1.591500212;11050;2250;Omnivore;Carnivore;Diff_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
144;0.345;0.281-0.412;Eira barbara;Leopardus tigrinus;Mustelidae;Felidae;Eira;Leopardus;NA;0.608554694;4134.99;2250;Omnivore;Carnivore;Diff_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
145;0.344;0.277-0.415;Eira barbara;Leopardus tigrinus;Mustelidae;Felidae;Eira;Leopardus;NA;0.608554694;4134.99;2250;Omnivore;Carnivore;Diff_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
146;0.457;0.310-0.617;Herpailurus yagouaroundi;Leopardus tigrinus;Felidae;Felidae;Herpailurus;Leopardus;0.10018969;1.134979933;7000;2250;Carnivore;Carnivore;Same_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
147;0.457;0.310-0.623;Herpailurus yagouaroundi;Leopardus tigrinus;Felidae;Felidae;Herpailurus;Leopardus;0.10018969;1.134979933;7000;2250;Carnivore;Carnivore;Same_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
148;0.913;0.867-0.955;Leopardus pardalis;Leopardus tigrinus;Felidae;Felidae;Leopardus;Leopardus;0.065744295;1.540445041;10500;2250;Carnivore;Carnivore;Same_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
149;0.913;0.867-0.954;Leopardus pardalis;Leopardus tigrinus;Felidae;Felidae;Leopardus;Leopardus;0.065744295;1.540445041;10500;2250;Carnivore;Carnivore;Same_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
150;0.779;0.614-0.912;Leopardus wiedii;Leopardus tigrinus;Felidae;Felidae;Leopardus;Leopardus;0.06470073;0.470003629;3600;2250;Carnivore;Carnivore;Same_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
151;0.779;0.626-0.917;Leopardus wiedii;Leopardus tigrinus;Felidae;Felidae;Leopardus;Leopardus;0.06470073;0.470003629;3600;2250;Carnivore;Carnivore;Same_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
152;0.314;0.260 0.370;Nasua narica;Leopardus tigrinus;Procyonidae;Felidae;Nasua;Leopardus;NA;0.510825624;3750;2250;Omnivore;Carnivore;Diff_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
153;0.631;0,535-0,730;Panthera onca;Leopardus tigrinus;Felidae;Felidae;Panthera;Leopardus;0.111369775;3.585369078;81150;2250;Carnivore;Carnivore;Same_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
154;0.631;0.540-0.723;Panthera onca;Leopardus tigrinus;Felidae;Felidae;Panthera;Leopardus;0.111369775;3.585369078;81150;2250;Carnivore;Carnivore;Same_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
155;0.862;0,807-0,921;Puma concolor;Leopardus tigrinus;Felidae;Felidae;Puma;Leopardus;0.09830461;3.060270795;48000;2250;Carnivore;Carnivore;Same_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
156;0.862;0.806-0.915;Puma concolor;Leopardus tigrinus;Felidae;Felidae;Puma;Leopardus;0.09830461;3.060270795;48000;2250;Carnivore;Carnivore;Same_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
157;0.799;0.655-0.925;Canis latrans;Leopardus wiedii;Canidae;Felidae;Canis;Leopardus;0.18180846;1.121496583;11050;3600;Omnivore;Carnivore;Diff_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
158;0.799;0.648-0.922;Canis latrans;Leopardus wiedii;Canidae;Felidae;Canis;Leopardus;0.18180846;1.121496583;11050;3600;Omnivore;Carnivore;Diff_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
159;0.286;0.166-0.415;Eira barbara;Leopardus wiedii;Mustelidae;Felidae;Eira;Leopardus;NA;0.138551065;4134.99;3600;Omnivore;Carnivore;Diff_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
160;0.29;0.172-0.421;Eira barbara;Leopardus wiedii;Mustelidae;Felidae;Eira;Leopardus;NA;0.138551065;4134.99;3600;Omnivore;Carnivore;Diff_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
161;0.398;0.200-0.586;Herpailurus yagouaroundi;Leopardus wiedii;Felidae;Felidae;Herpailurus;Leopardus;0.09769815;0.664976304;7000;3600;Carnivore;Carnivore;Same_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
162;0.398;0.217-0.582;Herpailurus yagouaroundi;Leopardus wiedii;Felidae;Felidae;Herpailurus;Leopardus;0.09769815;0.664976304;7000;3600;Carnivore;Carnivore;Same_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
163;0.793;0.647-0.919;Leopardus pardalis;Leopardus wiedii;Felidae;Felidae;Leopardus;Leopardus;0.03679391;1.070441412;10500;3600;Carnivore;Carnivore;Same_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
164;0.793;0.644-0.913;Leopardus pardalis;Leopardus wiedii;Felidae;Felidae;Leopardus;Leopardus;0.03679391;1.070441412;10500;3600;Carnivore;Carnivore;Same_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
165;0.51;0,372-0,663;Panthera onca;Leopardus wiedii;Felidae;Felidae;Panthera;Leopardus;0.107767235;3.115365448;81150;3600;Carnivore;Carnivore;Same_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
166;0.51;0.362-0.655;Panthera onca;Leopardus wiedii;Felidae;Felidae;Panthera;Leopardus;0.107767235;3.115365448;81150;3600;Carnivore;Carnivore;Same_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
167;0.72;0,576-0,862;Puma concolor;Leopardus wiedii;Felidae;Felidae;Puma;Leopardus;0.09460129;2.590267165;48000;3600;Carnivore;Carnivore;Same_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
168;0.72;0.580-0.848;Puma concolor;Leopardus wiedii;Felidae;Felidae;Puma;Leopardus;0.09460129;2.590267165;48000;3600;Carnivore;Carnivore;Same_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
169;0.363;0.341 0.386;Canis latrans;Nasua narica;Canidae;Procyonidae;Canis;Nasua;NA;1.080674588;11050;3750;Omnivore;Omnivore;Same_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
170;0.88;0.828 0.924;Eira barbara;Nasua narica;Mustelidae;Procyonidae;Eira;Nasua;NA;0.09772907;4134.99;3750;Omnivore;Omnivore;Same_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
171;0.252;0.216 0.285;Leopardus pardalis;Nasua narica;Felidae;Procyonidae;Leopardus;Nasua;NA;1.029619417;10500;3750;Carnivore;Omnivore;Diff_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
172;0.682;0.599-0.757;Panthera onca;Nasua narica;Felidae;Procyonidae;Panthera;Nasua;NA;3.074543454;81150;3750;Carnivore;Omnivore;Diff_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
173;0.455;0.422-0.484;Puma concolor;Nasua narica;Felidae;Procyonidae;Puma;Nasua;NA;2.549445171;48000;3750;Carnivore;Omnivore;Diff_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
174;0.828;0.784 0.876;Leopardus pardalis;Procyon lotor;Felidae;Procyonidae;Leopardus;Procyon;0.182418818;0.727048732;10500;5075;Carnivore;Omnivore;Diff_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
175;0.481;0.390-0.558;Panthera onca;Procyon lotor;Felidae;Procyonidae;Panthera;Procyon;0.187894408;2.771972769;81150;5075;Carnivore;Omnivore;Diff_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
176;0.681;0.641-0.715;Puma concolor;Procyon lotor;Felidae;Procyonidae;Puma;Procyon;0.18443872;2.246874486;48000;5075;Carnivore;Omnivore;Diff_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
177;0.757;0,677-0,833;Panthera onca;Puma concolor;Felidae;Felidae;Panthera;Puma;0.109112475;0.525098283;81150;48000;Carnivore;Carnivore;Same_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
178;0.757;0,670-0,831;Panthera onca;Puma concolor;Felidae;Felidae;Panthera;Puma;0.109112475;0.525098283;81150;48000;Carnivore;Carnivore;Same_diet;-83.769733;9.637535;9.637535;Central/North America;Costa Rica;Bo_General;Botts_2020;109.57;94;59919;1.5;NA
179;0.43;NA;Arctonyx collaris;Martes flavigula;Mustelidae;Mustelidae;Arctonyx;Martes;0.13234426;1.435084525;10500;2500;Omnivore;Carnivore;Diff_diet;102.627807;31.479088;31.479088;Asia;China;Sichuan and Gansu Provinces;Bu_2016;48;495;23313;0.3;NA
180;0.1;NA;Paguma larvata;Martes flavigula;Viverridae;Mustelidae;Paguma;Martes;0.18378666;0.542324291;4300;2500;Omnivore;Carnivore;Diff_diet;102.627807;31.479088;31.479088;Asia;China;Sichuan and Gansu Provinces;Bu_2016;48;495;23313;0.3;NA
181;0.31;NA;Prionailurus bengalensis;Martes flavigula;Felidae;Mustelidae;Prionailurus;Martes;0.181713445;0.506817602;4150;2500;Carnivore;Carnivore;Same_diet;102.627807;31.479088;31.479088;Asia;China;Sichuan and Gansu Provinces;Bu_2016;48;495;23313;0.3;NA
182;0.74;NA;Arctonyx collaris;Mustela sibirica;Mustelidae;Mustelidae;Arctonyx;Mustela;0.137095195;2.984651041;10500;530.85;Omnivore;Carnivore;Diff_diet;102.627807;31.479088;31.479088;Asia;China;Sichuan and Gansu Provinces;Bu_2016;48;495;23313;0.3;NA
183;0.67;NA;Martes flavigula;Mustela sibirica;Mustelidae;Mustelidae;Martes;Mustela;0.13130908;1.549566515;2500;530.85;Carnivore;Carnivore;Same_diet;102.627807;31.479088;31.479088;Asia;China;Sichuan and Gansu Provinces;Bu_2016;48;495;23313;0.3;NA
184;0.42;NA;Paguma larvata;Mustela sibirica;Viverridae;Mustelidae;Paguma;Mustela;0.179009935;2.091890806;4300;530.85;Omnivore;Carnivore;Diff_diet;102.627807;31.479088;31.479088;Asia;China;Sichuan and Gansu Provinces;Bu_2016;48;495;23313;0.3;NA
185;0.63;NA;Prionailurus bengalensis;Mustela sibirica;Felidae;Mustelidae;Prionailurus;Mustela;0.17973691;2.056384118;4150;530.85;Carnivore;Carnivore;Same_diet;102.627807;31.479088;31.479088;Asia;China;Sichuan and Gansu Provinces;Bu_2016;48;495;23313;0.3;NA
186;0.67;NA;Arctonyx collaris;Paguma larvata;Mustelidae;Viverridae;Arctonyx;Paguma;0.17756043;0.892760234;10500;4300;Omnivore;Omnivore;Same_diet;102.627807;31.479088;31.479088;Asia;China;Sichuan and Gansu Provinces;Bu_2016;48;495;23313;0.3;NA
187;0.79;NA;Arctonyx collaris;Prionailurus bengalensis;Mustelidae;Felidae;Arctonyx;Prionailurus;0.181365985;0.928266923;10500;4150;Omnivore;Carnivore;Diff_diet;102.627807;31.479088;31.479088;Asia;China;Sichuan and Gansu Provinces;Bu_2016;48;495;23313;0.3;NA
188;0.76;NA;Paguma larvata;Prionailurus bengalensis;Viverridae;Felidae;Paguma;Prionailurus;0.14225069;0.035506688;4300;4150;Omnivore;Carnivore;Diff_diet;102.627807;31.479088;31.479088;Asia;China;Sichuan and Gansu Provinces;Bu_2016;48;495;23313;0.3;NA
189;0.82;NA;Panthera pardus;Neofelis nebulosa;Felidae;Felidae;Panthera;Neofelis;0.10388519;1.001291448;53074.995;19500;Carnivore;Carnivore;Same_diet;85.535538;28.141157;28.141157;Asia;Nepal;Langtang National Park;Can_2020;3;81;6591;0.5;120
