"","Ov_coeff","Ov_ic","Pred_sp","Prey_sp","Pred_family","Prey_family","Pred_genus","Prey_genus","mass_ratio","Pred_mass","Predmass_cat","P_hunt","Prey_mass","Preymass_cat","Pred_diet","Prey_diet","Lon","Lat","Lat_abs","Continent","Country","Locality","Label","Samp_dur","N_statioins","Effort","Avg_dist","S_area","Pred_evidence","Hunt_source"
"210",0.76,"0.66-0.95","Leopardus pardalis","Sylvilagus brasiliensis","Felidae","Leporidae","Leopardus","Sylvilagus",2.38351629049589,10500,"Medium-Large","ambush",968.37,"Small","Carnivore","Herbivore",-57.442807,-18.199259,18.199259,"South America","Brazil","Amolar Mountain Ridge","Porfirio_2016",19,119,12703,"0.5",NA,"Yes","Hirt_2020"
"211",0.75,"0.62-0.81","Leopardus pardalis","Thrichomys pachyurus","Felidae","Echimyidae","Leopardus","Thrichomys",3.33621253157274,10500,"Medium-Large","ambush",373.5,"Small","Carnivore","Herbivore",-57.442807,-18.199259,18.199259,"South America","Brazil","Amolar Mountain Ridge_rainy","Porfirio_2016",19,NA,NA,"0.5",NA,"Yes","Hirt_2020"
"212",0.256,"0.223-0.287","Leopardus pardalis","Dasyprocta punctata","Felidae","Dasyproctidae","Leopardus","Dasyprocta",1.54957100057655,10500,"Medium-Large","ambush",2229.56,"Small-Medium","Carnivore","Herbivore",-83.769733,9.637535,9.637535,"Central/North America","Costa Rica","Bo_General","Botts_2020",109.57,94,59919,"1.5",NA,"Yes","Hirt_2020"
"213",0.79,"0.59-0.84","Leopardus pardalis","Thrichomys pachyurus","Felidae","Echimyidae","Leopardus","Thrichomys",3.33621253157274,10500,"Medium-Large","ambush",373.5,"Small","Carnivore","Herbivore",-57.442807,-18.199259,18.199259,"South America","Brazil","Amolar Mountain Ridge_dry","Porfirio_2016",19,NA,NA,"0.5",NA,"Yes","Hirt_2020"
"214",0.292,"0.200-0.329","Leopardus pardalis","Dasyprocta punctata","Felidae","Dasyproctidae","Leopardus","Dasyprocta",1.54957100057655,10500,"Medium-Large","ambush",2229.56,"Small-Medium","Carnivore","Herbivore",-83.571968,8.539867,8.539867,"Central/North America","Costa Rica","Corcovado Nationa Park","Herrera_2018",NA,87,NA,"2.5",NA,"Yes","Hirt_2020"
"215",0.343,"0.241-0.382","Leopardus pardalis","Dasyprocta punctata","Felidae","Dasyproctidae","Leopardus","Dasyprocta",1.54957100057655,10500,"Medium-Large","ambush",2229.56,"Small-Medium","Carnivore","Herbivore",-85.66864,10.828699,10.828699,"Central/North America","Costa Rica","Santa Rosa National Park","Herrera_2018",NA,61,NA,"2.5",NA,"Yes","Hirt_2020"
"216",0.823,"0.748-0.885","Leopardus tigrinus","Philander opossum","Felidae","Didelphidae","Leopardus","Philander",1.48427476948009,2250,"Small-Medium","ambush",510,"Small","Carnivore","Omnivore",-83.769733,9.637535,9.637535,"Central/North America","Costa Rica","Bo_General","Botts_2020",109.57,94,59919,"1.5",NA,"Yes","Botts_2020_Circadian activity patterns of mammalian predators and prey in Costa Rica"
"217",0.821,"0.767-0.87","Leopardus tigrinus","Sylvilagus dicei","Felidae","Leporidae","Leopardus","Sylvilagus",0.824278914986061,2250,"Small-Medium","ambush",986.74,"Small","Carnivore","Herbivore",-83.769733,9.637535,9.637535,"Central/North America","Costa Rica","Bo_General","Botts_2020",109.57,94,59919,"1.5",NA,"Yes","Botts_2020_Circadian activity patterns of mammalian predators and prey in Costa Rica"
"218",0.805,"0.743-0.861","Leopardus tigrinus","Didelphis marsupialis","Felidae","Didelphidae","Leopardus","Didelphis",0.671276975401145,2250,"Small-Medium","ambush",1149.875,"Small","Carnivore","Omnivore",-83.769733,9.637535,9.637535,"Central/North America","Costa Rica","Bo_General","Botts_2020",109.57,94,59919,"1.5",NA,"Yes","Botts_2020_Circadian activity patterns of mammalian predators and prey in Costa Rica"
"219",0.752,"0.69-0.814","Leopardus tigrinus","Cuniculus paca","Felidae","Cuniculidae","Leopardus","Cuniculus",-1.38629436111989,2250,"Small-Medium","ambush",9000,"Medium-Large","Carnivore","Herbivore",-83.769733,9.637535,9.637535,"Central/North America","Costa Rica","Bo_General","Botts_2020",109.57,94,59919,"1.5",NA,"Yes","Botts_2020_Circadian activity patterns of mammalian predators and prey in Costa Rica"
"220",0.8,"0.76-0.85","Leopardus tigrinus","Galea spixii","Felidae","Caviidae","Leopardus","Galea",1.83088845325525,2250,"Small-Medium","ambush",360.61,"Small","Carnivore","Herbivore",-36.183333,-5.783333,5.783333,"South America","Brazil","Caatinga_dry","Marinho_2020",5,37,3607,"0.9295",70,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"221",0.7,"0.64-0.76","Leopardus tigrinus","Thrichomys apereoides","Felidae","Echimyidae","Leopardus","Thrichomys",1.86576488253855,2250,"Small-Medium","ambush",348.25,"Small","Carnivore","Omnivore",-36.183333,-5.783333,5.783333,"South America","Brazil","Caatinga_dry","Marinho_2020",5,37,3607,"0.9295",70,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"222",0.58,"0.47-0.68","Leopardus tigrinus","Kerodon rupestris","Felidae","Caviidae","Leopardus","Kerodon",0.943890343472559,2250,"Small-Medium","ambush",875.5,"Small","Carnivore","Herbivore",-36.183333,-5.783333,5.783333,"South America","Brazil","Caatinga_dry","Marinho_2020",5,37,3607,"0.9295",70,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"223",0.67,"0.61-0.72","Leopardus tigrinus","Didelphis albiventris","Felidae","Didelphidae","Leopardus","Didelphis",0.780915207373231,2250,"Small-Medium","ambush",1030.47,"Small","Carnivore","Omnivore",-36.183333,-5.783333,5.783333,"South America","Brazil","Caatinga_dry","Marinho_2020",5,37,3607,"0.9295",70,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"224",0.725,"0.568-0.861","Leopardus wiedii","Sylvilagus dicei","Felidae","Leporidae","Leopardus","Sylvilagus",1.2942825442318,3600,"Small-Medium","ambush",986.74,"Small","Carnivore","Herbivore",-83.769733,9.637535,9.637535,"Central/North America","Costa Rica","Bo_General","Botts_2020",109.57,94,59919,"1.5",NA,"Yes","Botts_2020_Circadian activity patterns of mammalian predators and prey in Costa Rica"
"225",0.688,"0.532-0.847","Leopardus wiedii","Didelphis marsupialis","Felidae","Didelphidae","Leopardus","Didelphis",1.14128060464688,3600,"Small-Medium","ambush",1149.875,"Small","Carnivore","Omnivore",-83.769733,9.637535,9.637535,"Central/North America","Costa Rica","Bo_General","Botts_2020",109.57,94,59919,"1.5",NA,"Yes","Botts_2020_Circadian activity patterns of mammalian predators and prey in Costa Rica"
"226",0.687,"0.526-0.833","Leopardus wiedii","Philander opossum","Felidae","Didelphidae","Leopardus","Philander",1.95427839872583,3600,"Small-Medium","ambush",510,"Small","Carnivore","Omnivore",-83.769733,9.637535,9.637535,"Central/North America","Costa Rica","Bo_General","Botts_2020",109.57,94,59919,"1.5",NA,"Yes","Botts_2020_Circadian activity patterns of mammalian predators and prey in Costa Rica"
"227",0.401,"0.28-0.533","Leopardus wiedii","Odocoileus virginianus","Felidae","Cervidae","Leopardus","Odocoileus",-2.8983644226402,3600,"Small-Medium","ambush",65320,"Large","Carnivore","Herbivore",-83.769733,9.637535,9.637535,"Central/North America","Costa Rica","Bo_General","Botts_2020",109.57,94,59919,"1.5",NA,"Yes","Botts_2020_Circadian activity patterns of mammalian predators and prey in Costa Rica"
"228",0.272,"0.145-0.405","Leopardus wiedii","Dasyprocta punctata","Felidae","Dasyproctidae","Leopardus","Dasyprocta",0.479129588875141,3600,"Small-Medium","ambush",2229.56,"Small-Medium","Carnivore","Herbivore",-83.769733,9.637535,9.637535,"Central/North America","Costa Rica","Bo_General","Botts_2020",109.57,94,59919,"1.5",NA,"Yes","Botts_2020_Circadian activity patterns of mammalian predators and prey in Costa Rica"
"229",0.79,"0.60-0.85","Lycalopex culpaeus","Lepus europaeus","Canidae","Leporidae","Lycalopex","Lepus",1.26385074984631,13000,"Medium-Large","pursuit",3673.33,"Small-Medium","Carnivore","Herbivore",-71.503068,-41.233655,41.233655,"South America","Argentina","Nahuel Huapi National Park","Gantchoff_2016",6,80,1680,"1",NA,"Yes","Silva_2021_History of canids in Chile and impacts on prey adaptations"
"230",0.74,"0.69-0.76","Lycalopex culpaeus","Oryctolagus cuniculus","Canidae","Leporidae","Lycalopex","Oryctolagus",1.92309547128914,13000,"Medium-Large","pursuit",1900,"Small","Carnivore","Herbivore",-71.79991,-39.24998,39.24998,"South America","Chile","La Araucania Region","Galvez_2021",12,145,23273,"1.75",NA,"Yes","Lagos_2021_The spatial and trophic ecology of culpeo foxes (Lycalopex culpaeus) in the high Andes of northern Chile. Studies on Neotropical Fauna and Environment, 1-10."
"231",0.81,"0.76-0.85","Lycalopex culpaeus","Oryctolagus cuniculus","Canidae","Leporidae","Lycalopex","Oryctolagus",1.92309547128914,13000,"Medium-Large","pursuit",1900,"Small","Carnivore","Herbivore",-70.41596,-34.43575,34.43575,"South America","Chile","AMR","Osorio_2020",4,50,9100,"1.25",678.31,"Yes","Lagos_2021_The spatial and trophic ecology of culpeo foxes (Lycalopex culpaeus) in the high Andes of northern Chile. Studies on Neotropical Fauna and Environment, 1-10."
"232",0.71,"0.64-0.76","Lycalopex culpaeus","Lama guanicoe","Canidae","Camelidae","Lycalopex","Lama",-2.15800386418294,13000,"Medium-Large","pursuit",112500,"Large","Carnivore","Herbivore",-70.41596,-34.43575,34.43575,"South America","Chile","AMR","Osorio_2020",4,50,9100,"1.25",678.31,"Yes","Lagos_2021_The spatial and trophic ecology of culpeo foxes (Lycalopex culpaeus) in the high Andes of northern Chile. Studies on Neotropical Fauna and Environment, 1-10."
"233",0.88,"0.86-0.92","Lycalopex culpaeus","Lepus europaeus","Canidae","Leporidae","Lycalopex","Lepus",1.26385074984631,13000,"Medium-Large","pursuit",3673.33,"Small-Medium","Carnivore","Herbivore",-70.41596,-34.43575,34.43575,"South America","Chile","AMR","Osorio_2020",4,50,9100,"1.25",678.31,"Yes","Lagos_2021_The spatial and trophic ecology of culpeo foxes (Lycalopex culpaeus) in the high Andes of northern Chile. Studies on Neotropical Fauna and Environment, 1-10."
"234",0.79,"0.75-0.81","Lycalopex griseus","Oryctolagus cuniculus","Canidae","Leporidae","Lycalopex","Oryctolagus",0.741937344729377,3990,"Small-Medium","pursuit",1900,"Small","Omnivore","Herbivore",-71.79991,-39.24998,39.24998,"South America","Chile","La Araucania Region","Galvez_2021",12,145,23273,"1.75",NA,"Yes","Mu<f1>oz?Pedreros_2018_Diet, dietary selectivity and density of South American grey fox, Lycalopex griseus, in Central Chile. Integrative Zoology, 13(1), 46-57."
"235",0.9,"0.84-0.95","Lynx lynx","Lepus europaeus","Felidae","Leporidae","Lynx","Lepus",1.75054129787706,21150,"Large","ambush",3673.33,"Small-Medium","Carnivore","Herbivore",32.43988,40.535206,40.535206,"Asia","Turkey","Ankara","Akbaba_2021",23,24,2687,"2.5",650,"Yes","Voght_2016_Is there a trade-off between scent marking and hunting behaviour in a stalking predator, the Eurasian lynx, Lynx lynx?"
"236",0.87,"0.80-0.92","Lynx lynx","Sus scrofa","Felidae","Suidae","Lynx","Sus",-1.85363487294614,21150,"Large","ambush",135000,"Large","Carnivore","Herbivore",32.43988,40.535206,40.535206,"Asia","Turkey","Ankara","Akbaba_2021",23,24,2687,"2.5",650,"Yes","Voght_2016_Is there a trade-off between scent marking and hunting behaviour in a stalking predator, the Eurasian lynx, Lynx lynx?"
"237",0.79,"0.64-0.92","Lynx lynx","Cervus elaphus","Felidae","Cervidae","Lynx","Cervus",-2.02457502384412,21150,"Large","ambush",160166.665,"Large","Carnivore","Herbivore",32.43988,40.535206,40.535206,"Asia","Turkey","Ankara","Akbaba_2021",23,24,2687,"2.5",650,"Yes","Voght_2016_Is there a trade-off between scent marking and hunting behaviour in a stalking predator, the Eurasian lynx, Lynx lynx?"
"238",0.72,"0,62-0,86","Lynx lynx","Lepus europaeus","Felidae","Leporidae","Lynx","Lepus",1.75054129787706,21150,"Large","ambush",3673.33,"Small-Medium","Carnivore","Herbivore",32.803114,41.556312,41.556312,"Asia","Turkey","Northern_Anatolia_Winter","Soyumert_2019",NA,173,NA,"2",1159,"Yes","Voght_2016_Is there a trade-off between scent marking and hunting behaviour in a stalking predator, the Eurasian lynx, Lynx lynx?"
"239",0.71,"0,58-0,85","Lynx lynx","Capreolus capreolus","Felidae","Cervidae","Lynx","Capreolus",-0.0241359218887287,21150,"Large","ambush",21666.685,"Large","Carnivore","Herbivore",32.803114,41.556312,41.556312,"Asia","Turkey","Northern_Anatolia_Winter","Soyumert_2019",NA,173,NA,"2",1159,"Yes","Voght_2016_Is there a trade-off between scent marking and hunting behaviour in a stalking predator, the Eurasian lynx, Lynx lynx?"
"240",0.59,"0,40-0,71","Lynx lynx","Capreolus capreolus","Felidae","Cervidae","Lynx","Capreolus",-0.0241359218887287,21150,"Large","ambush",21666.685,"Large","Carnivore","Herbivore",32.803114,41.556312,41.556312,"Asia","Turkey","Northern_Anatolia_Spring","Soyumert_2019",NA,173,NA,"2",1159,"Yes","Voght_2016_Is there a trade-off between scent marking and hunting behaviour in a stalking predator, the Eurasian lynx, Lynx lynx?"
"241",0.6,"0,46-0,71","Lynx lynx","Capreolus capreolus","Felidae","Cervidae","Lynx","Capreolus",-0.0241359218887287,21150,"Large","ambush",21666.685,"Large","Carnivore","Herbivore",32.803114,41.556312,41.556312,"Asia","Turkey","Northern_Anatolia_Summer","Soyumert_2019",NA,173,NA,"2",1159,"Yes","Voght_2016_Is there a trade-off between scent marking and hunting behaviour in a stalking predator, the Eurasian lynx, Lynx lynx?"
"242",0.48,"0,31-0,59","Lynx lynx","Capreolus capreolus","Felidae","Cervidae","Lynx","Capreolus",-0.0241359218887287,21150,"Large","ambush",21666.685,"Large","Carnivore","Herbivore",32.803114,41.556312,41.556312,"Asia","Turkey","Northern_Anatolia_Autumn","Soyumert_2019",NA,173,NA,"2",1159,"Yes","Voght_2016_Is there a trade-off between scent marking and hunting behaviour in a stalking predator, the Eurasian lynx, Lynx lynx?"
"243",0.62,"0,51-0,67","Lynx lynx","Capreolus capreolus","Felidae","Cervidae","Lynx","Capreolus",-0.0241359218887287,21150,"Large","ambush",21666.685,"Large","Carnivore","Herbivore",32.803114,41.556312,41.556312,"Asia","Turkey","Northern_Anatolia_All_year","Soyumert_2019",200,173,53995,"2",1159,"Yes","Voght_2016_Is there a trade-off between scent marking and hunting behaviour in a stalking predator, the Eurasian lynx, Lynx lynx?"
"244",0.75,"0,67-0,91","Lynx lynx","Lepus europaeus","Felidae","Leporidae","Lynx","Lepus",1.75054129787706,21150,"Large","ambush",3673.33,"Small-Medium","Carnivore","Herbivore",32.803114,41.556312,41.556312,"Asia","Turkey","Northern_Anatolia_Spring","Soyumert_2019",NA,173,NA,"2",1159,"Yes","Voght_2016_Is there a trade-off between scent marking and hunting behaviour in a stalking predator, the Eurasian lynx, Lynx lynx?"
"245",0.76,"0,65-0,90","Lynx lynx","Lepus europaeus","Felidae","Leporidae","Lynx","Lepus",1.75054129787706,21150,"Large","ambush",3673.33,"Small-Medium","Carnivore","Herbivore",32.803114,41.556312,41.556312,"Asia","Turkey","Northern_Anatolia_Summer","Soyumert_2019",NA,173,NA,"2",1159,"Yes","Voght_2016_Is there a trade-off between scent marking and hunting behaviour in a stalking predator, the Eurasian lynx, Lynx lynx?"
"246",0.82,"0,74-0,91","Lynx lynx","Lepus europaeus","Felidae","Leporidae","Lynx","Lepus",1.75054129787706,21150,"Large","ambush",3673.33,"Small-Medium","Carnivore","Herbivore",32.803114,41.556312,41.556312,"Asia","Turkey","Northern_Anatolia_Autumn","Soyumert_2019",NA,173,NA,"2",1159,"Yes","Voght_2016_Is there a trade-off between scent marking and hunting behaviour in a stalking predator, the Eurasian lynx, Lynx lynx?"
"247",0.81,"0,75-0,88","Lynx lynx","Lepus europaeus","Felidae","Leporidae","Lynx","Lepus",1.75054129787706,21150,"Large","ambush",3673.33,"Small-Medium","Carnivore","Herbivore",32.803114,41.556312,41.556312,"Asia","Turkey","Northern_Anatolia_All_year","Soyumert_2019",200,173,53995,"2",1159,"Yes","Voght_2016_Is there a trade-off between scent marking and hunting behaviour in a stalking predator, the Eurasian lynx, Lynx lynx?"
"248",0.75,"0,70-0,81","Lynx lynx","Lepus timidus","Felidae","Leporidae","Lynx","Lepus",1.94383169587916,21150,"Large","ambush",3027.715,"Small-Medium","Carnivore","Herbivore",32.871657,56.509163,56.509163,"Europe","Russia","CFSNBR","Ogurstov_2018",95,21,30158,"1.2",54.5,"Yes","Voght_2016_Is there a trade-off between scent marking and hunting behaviour in a stalking predator, the Eurasian lynx, Lynx lynx?"
"249",0.65,NA,"Lynx rufus","Lepus californicus","Felidae","Leporidae","Lynx","Lepus",1.40043644382572,9400,"Medium-Large","ambush",2317,"Small-Medium","Carnivore","Herbivore",-103.7473611,26.68591667,26.68591667,"Central/North America","Mexico","MVR_all","Duran-Antonio_2020",2.1,30,1830,"1",NA,"Yes","Activity overlap of carnivores, their potential wild prey, and temporal segregation, with livestock in a Biosphere Reserve in the Chihuahuan Desert"
"250",0.18,NA,"Lynx rufus","Odocoileus hemionus","Felidae","Cervidae","Lynx","Odocoileus",-1.80234157855859,9400,"Medium-Large","ambush",57000,"Large","Carnivore","Herbivore",-103.7473611,26.68591667,26.68591667,"Central/North America","Mexico","MVR_all","Duran-Antonio_2020",2.1,30,1830,"1",NA,"Yes","Activity overlap of carnivores, their potential wild prey, and temporal segregation, with livestock in a Biosphere Reserve in the Chihuahuan Desert"
"251",0.29,NA,"Lynx rufus","Dasypus novemcinctus","Felidae","Dasypodidae","Lynx","Dasypus",0.867244774687997,9400,"Medium-Large","ambush",3949.01,"Small-Medium","Carnivore","Insectivore",-97.034183,18.941667,18.941667,"Central/North America","Mexico","Pico_de_Orizaba_National_Park_Global","Serna-Lagunes_2019",12,14,5110,NA,197.56,"Yes","Hansen_2007_Bobcat: Master of survival"
"252",0.26,NA,"Lynx rufus","Dasypus novemcinctus","Felidae","Dasypodidae","Lynx","Dasypus",0.867244774687997,9400,"Medium-Large","ambush",3949.01,"Small-Medium","Carnivore","Insectivore",-97.034183,18.941667,18.941667,"Central/North America","Mexico","Pico_de_Orizaba_National_Park_Rain","Serna-Lagunes_2019",NA,NA,NA,NA,197.56,"Yes","Hansen_2007_Bobcat: Master of survival"
"253",0.61,"0,43-0,75","Martes flavigula","Muntiacus muntjak","Mustelidae","Cervidae","Martes","Muntiacus",-1.95226647616628,2500,"Small-Medium","pursuit",17611.59,"Large","Carnivore","Herbivore",91.45,24.120833,24.120833,"Asia","Bangladesh","SNP","Zakir_2021",3.22,12,587,"0.65",2.43,"No","PARR<U+00B9>, J. W. K., & Duckworth, J. W. (2007). Notes on diet, habituation and sociality of Yellow-throated Marten Martes flavigula. Small Carnivore Conservation, 36, 27-29."
"254",0.47,"0.34-0.63","Martes flavigula","Cervus elaphus","Mustelidae","Cervidae","Martes","Cervus",-4.15992419746226,2500,"Small-Medium","pursuit",160166.665,"Large","Carnivore","Herbivore",74.525,34.1416665,34.1416665,"Asia","India","Dachigam National Park","Noor_2017",2,20,396,"1",80,"No","PARR<U+00B9>, J. W. K., & Duckworth, J. W. (2007). Notes on diet, habituation and sociality of Yellow-throated Marten Martes flavigula. Small Carnivore Conservation, 36, 27-29."
"255",0.11,"0.08-0.20","Martes flavigula","Hystrix indica","Mustelidae","Hystricidae","Martes","Hystrix",-1.93585981320181,2500,"Small-Medium","pursuit",17325,"Large","Carnivore","Herbivore",74.525,34.1416665,34.1416665,"Asia","India","Dachigam National Park","Noor_2017",2,20,396,"1",80,"No","PARR<U+00B9>, J. W. K., & Duckworth, J. W. (2007). Notes on diet, habituation and sociality of Yellow-throated Marten Martes flavigula. Small Carnivore Conservation, 36, 27-29."
"256",0.24,"0,12-0,39","Martes flavigula","Sus scrofa","Mustelidae","Suidae","Martes","Sus",-3.98898404656427,2500,"Small-Medium","pursuit",135000,"Large","Carnivore","Herbivore",91.45,24.120833,24.120833,"Asia","Bangladesh","SNP","Zakir_2021",3.22,12,587,"0.65",2.43,"No","PARR<U+00B9>, J. W. K., & Duckworth, J. W. (2007). Notes on diet, habituation and sociality of Yellow-throated Marten Martes flavigula. Small Carnivore Conservation, 36, 27-29."
"257",0.75,"0,55-0,89","Martes flavigula","Macaca mulatta","Mustelidae","Cercopithecidae","Martes","Macaca",-0.972897882685446,2500,"Small-Medium","pursuit",6614,"Medium-Large","Carnivore","Herbivore",91.45,24.120833,24.120833,"Asia","Bangladesh","SNP","Zakir_2021",3.22,12,587,"0.65",2.43,"Yes","PARR<U+00B9>, J. W. K., & Duckworth, J. W. (2007). Notes on diet, habituation and sociality of Yellow-throated Marten Martes flavigula. Small Carnivore Conservation, 36, 27-29."
"258",0.76,"0,56-0,90","Martes flavigula","Macaca leonina","Mustelidae","Cercopithecidae","Martes","Macaca",-1.11230346859781,2500,"Small-Medium","pursuit",7603.39,"Medium-Large","Carnivore","Herbivore",91.45,24.120833,24.120833,"Asia","Bangladesh","SNP","Zakir_2021",3.22,12,587,"0.65",2.43,"Yes","PARR<U+00B9>, J. W. K., & Duckworth, J. W. (2007). Notes on diet, habituation and sociality of Yellow-throated Marten Martes flavigula. Small Carnivore Conservation, 36, 27-29."
"259",0.1,"0,04-0,21","Martes flavigula","Hystrix brachyura","Mustelidae","Hystricidae","Martes","Hystrix",-1.16315080980568,2500,"Small-Medium","pursuit",8000,"Medium-Large","Carnivore","Herbivore",91.45,24.120833,24.120833,"Asia","Bangladesh","SNP","Zakir_2021",3.22,12,587,"0.65",2.43,"Yes","PARR<U+00B9>, J. W. K., & Duckworth, J. W. (2007). Notes on diet, habituation and sociality of Yellow-throated Marten Martes flavigula. Small Carnivore Conservation, 36, 27-29."
